timestamp,throughput_gbps,queueing_KB
0.000001000000,4.62,0.00
0.000002000000,4.62,0.00
0.000003000000,0.00,0.00
0.000004000000,4.62,0.00
0.000005000000,0.00,0.00
0.000006000000,0.62,0.00
0.000007000000,0.62,0.00
0.000008000000,0.00,0.00
0.000009000000,0.62,0.00
0.000010000000,0.00,0.00
0.000011000000,0.00,0.00
0.000012000000,0.00,0.00
0.000013000000,0.00,0.00
0.000014000000,0.00,0.00
0.000015000000,0.00,0.00
0.000016000000,0.00,0.00
0.000017000000,0.00,0.00
0.000018000000,0.00,0.00
0.000019000000,0.00,0.00
0.000020000000,0.00,0.00
0.000021000000,0.00,0.00
0.000022000000,0.00,0.00
0.000023000000,0.00,0.00
0.000024000000,0.00,0.00
0.000025000000,0.00,0.00
0.000026000000,0.00,0.00
0.000027000000,0.00,0.00
0.000028000000,0.00,0.00
0.000029000000,0.00,0.00
0.000030000000,0.00,0.00
0.000031000000,0.00,0.00
0.000032000000,0.00,0.00
0.000033000000,0.00,0.00
0.000034000000,0.00,0.00
0.000035000000,0.00,0.00
0.000036000000,0.00,0.00
0.000037000000,0.00,0.00
0.000038000000,0.00,0.00
0.000039000000,0.00,0.00
0.000040000000,0.00,0.00
0.000041000000,0.00,0.00
0.000042000000,0.00,0.00
0.000043000000,0.00,0.00
0.000044000000,0.00,0.00
0.000045000000,0.00,0.00
0.000046000000,0.00,0.00
0.000047000000,0.00,0.00
0.000048000000,0.00,0.00
0.000049000000,0.00,0.00
0.000050000000,0.00,0.00
0.000051000000,0.00,0.00
0.000052000000,0.00,0.00
0.000053000000,0.00,0.00
0.000054000000,0.00,0.00
0.000055000000,0.00,0.00
0.000056000000,0.00,0.00
0.000057000000,0.00,0.00
0.000058000000,0.00,0.00
0.000059000000,0.00,0.00
0.000060000000,0.00,0.00
0.000061000000,0.00,0.00
0.000062000000,0.00,0.00
0.000063000000,0.00,0.00
0.000064000000,0.00,0.00
0.000065000000,0.00,0.00
0.000066000000,0.00,0.00
0.000067000000,0.00,0.00
0.000068000000,0.00,0.00
0.000069000000,0.00,0.00
0.000070000000,0.00,0.00
0.000071000000,0.00,0.00
0.000072000000,0.00,0.00
0.000073000000,0.00,0.00
0.000074000000,0.00,0.00
0.000075000000,0.00,0.00
0.000076000000,0.00,0.00
0.000077000000,0.00,0.00
0.000078000000,0.00,0.00
0.000079000000,0.00,0.00
0.000080000000,0.00,0.00
0.000081000000,0.00,0.00
0.000082000000,0.00,0.00
0.000083000000,0.00,0.00
0.000084000000,0.00,0.00
0.000085000000,0.00,0.00
0.000086000000,0.00,0.00
0.000087000000,0.00,0.00
0.000088000000,0.00,0.00
0.000089000000,0.00,0.00
0.000090000000,0.00,0.00
0.000091000000,0.00,0.00
0.000092000000,0.00,0.00
0.000093000000,0.00,0.00
0.000094000000,0.00,0.00
0.000095000000,0.00,0.00
0.000096000000,0.00,0.00
0.000097000000,0.00,0.00
0.000098000000,0.00,0.00
0.000099000000,0.00,0.00
0.000100000000,0.00,0.00
0.000101000000,0.00,0.00
0.000102000000,0.00,0.00
0.000103000000,0.00,0.00
0.000104000000,0.00,0.00
0.000105000000,0.00,0.00
0.000106000000,0.00,0.00
0.000107000000,0.00,0.00
0.000108000000,0.00,0.00
0.000109000000,0.00,0.00
0.000110000000,0.00,0.00
0.000111000000,0.00,0.00
0.000112000000,0.00,0.00
0.000113000000,0.00,0.00
0.000114000000,0.00,0.00
0.000115000000,0.00,0.00
0.000116000000,0.00,0.00
0.000117000000,0.00,0.00
0.000118000000,0.00,0.00
0.000119000000,0.00,0.00
0.000120000000,0.00,0.00
0.000121000000,0.00,0.00
0.000122000000,0.00,0.00
0.000123000000,0.00,0.00
0.000124000000,0.00,0.00
0.000125000000,0.00,0.00
0.000126000000,0.00,0.00
0.000127000000,0.00,0.00
0.000128000000,0.00,0.00
0.000129000000,0.00,0.00
0.000130000000,0.00,0.00
0.000131000000,0.00,0.00
0.000132000000,0.00,0.00
0.000133000000,0.00,0.00
0.000134000000,0.00,0.00
0.000135000000,0.00,0.00
0.000136000000,0.00,0.00
0.000137000000,0.00,0.00
0.000138000000,0.00,0.00
0.000139000000,0.00,0.00
0.000140000000,0.00,0.00
0.000141000000,0.00,0.00
0.000142000000,0.00,0.00
0.000143000000,0.00,0.00
0.000144000000,0.00,0.00
0.000145000000,0.00,0.00
0.000146000000,0.00,0.00
0.000147000000,0.00,0.00
0.000148000000,0.00,0.00
0.000149000000,0.00,0.00
0.000150000000,0.00,0.00
0.000151000000,0.00,0.00
0.000152000000,0.00,0.00
0.000153000000,0.00,0.00
0.000154000000,0.00,0.00
0.000155000000,0.00,0.00
0.000156000000,0.00,0.00
0.000157000000,0.00,0.00
0.000158000000,0.00,0.00
0.000159000000,0.00,0.00
0.000160000000,0.00,0.00
0.000161000000,0.00,0.00
0.000162000000,0.00,0.00
0.000163000000,0.00,0.00
0.000164000000,0.00,0.00
0.000165000000,0.00,0.00
0.000166000000,0.00,0.00
0.000167000000,0.00,0.00
0.000168000000,0.00,0.00
0.000169000000,0.00,0.00
0.000170000000,0.00,0.00
0.000171000000,0.00,0.00
0.000172000000,0.00,0.00
0.000173000000,0.00,0.00
0.000174000000,0.00,0.00
0.000175000000,0.00,0.00
0.000176000000,0.00,0.00
0.000177000000,0.00,0.00
0.000178000000,0.00,0.00
0.000179000000,0.00,0.00
0.000180000000,0.00,0.00
0.000181000000,0.00,0.00
0.000182000000,0.00,0.00
0.000183000000,0.00,0.00
0.000184000000,0.00,0.00
0.000185000000,0.00,0.00
0.000186000000,0.00,0.00
0.000187000000,0.00,0.00
0.000188000000,0.00,0.00
0.000189000000,0.00,0.00
0.000190000000,0.00,0.00
0.000191000000,0.00,0.00
0.000192000000,0.00,0.00
0.000193000000,0.00,0.00
0.000194000000,0.00,0.00
0.000195000000,0.00,0.00
0.000196000000,0.00,0.00
0.000197000000,0.00,0.00
0.000198000000,0.00,0.00
0.000199000000,0.00,0.00
0.000200000000,0.00,0.00
0.000201000000,0.00,0.00
0.000202000000,0.00,0.00
0.000203000000,0.00,0.00
0.000204000000,0.00,0.00
0.000205000000,0.00,0.00
0.000206000000,0.00,0.00
0.000207000000,0.00,0.00
0.000208000000,0.00,0.00
0.000209000000,0.00,0.00
0.000210000000,0.00,0.00
0.000211000000,0.00,0.00
0.000212000000,0.00,0.00
0.000213000000,0.00,0.00
0.000214000000,0.00,0.00
0.000215000000,0.00,0.00
0.000216000000,0.00,0.00
0.000217000000,0.00,0.00
0.000218000000,0.00,0.00
0.000219000000,0.00,0.00
0.000220000000,0.00,0.00
0.000221000000,0.00,0.00
0.000222000000,0.00,0.00
0.000223000000,0.00,0.00
0.000224000000,0.00,0.00
0.000225000000,0.00,0.00
0.000226000000,0.00,0.00
0.000227000000,0.00,0.00
0.000228000000,0.00,0.00
0.000229000000,0.00,0.00
0.000230000000,0.00,0.00
0.000231000000,0.00,0.00
0.000232000000,0.00,0.00
0.000233000000,0.00,0.00
0.000234000000,0.00,0.00
0.000235000000,0.00,0.00
0.000236000000,0.00,0.00
0.000237000000,0.00,0.00
0.000238000000,0.00,0.00
0.000239000000,0.00,0.00
0.000240000000,0.00,0.00
0.000241000000,0.00,0.00
0.000242000000,0.00,0.00
0.000243000000,0.00,0.00
0.000244000000,0.00,0.00
0.000245000000,0.00,0.00
0.000246000000,0.00,0.00
0.000247000000,0.00,0.00
0.000248000000,0.00,0.00
0.000249000000,0.00,0.00
0.000250000000,0.00,0.00
0.000251000000,0.00,0.00
0.000252000000,0.00,0.00
0.000253000000,0.00,0.00
0.000254000000,0.00,0.00
0.000255000000,0.00,0.00
0.000256000000,0.00,0.00
0.000257000000,0.00,0.00
0.000258000000,0.00,0.00
0.000259000000,0.00,0.00
0.000260000000,0.00,0.00
0.000261000000,0.00,0.00
0.000262000000,0.00,0.00
0.000263000000,0.00,0.00
0.000264000000,0.00,0.00
0.000265000000,0.00,0.00
0.000266000000,0.00,0.00
0.000267000000,0.00,0.00
0.000268000000,0.00,0.00
0.000269000000,0.00,0.00
0.000270000000,0.00,0.00
0.000271000000,0.00,0.00
0.000272000000,0.00,0.00
0.000273000000,0.00,0.00
0.000274000000,0.00,0.00
0.000275000000,0.00,0.00
0.000276000000,0.00,0.00
0.000277000000,0.00,0.00
0.000278000000,0.00,0.00
0.000279000000,0.00,0.00
0.000280000000,0.00,0.00
0.000281000000,0.00,0.00
0.000282000000,0.00,0.00
0.000283000000,0.00,0.00
0.000284000000,0.00,0.00
0.000285000000,0.00,0.00
0.000286000000,0.00,0.00
0.000287000000,0.00,0.00
0.000288000000,0.00,0.00
0.000289000000,0.00,0.00
0.000290000000,0.00,0.00
0.000291000000,0.00,0.00
0.000292000000,0.00,0.00
0.000293000000,0.00,0.00
0.000294000000,0.00,0.00
0.000295000000,0.00,0.00
0.000296000000,0.00,0.00
0.000297000000,0.00,0.00
0.000298000000,0.00,0.00
0.000299000000,0.00,0.00
0.000300000000,0.00,0.00
0.000301000000,0.00,0.00
0.000302000000,0.00,0.00
0.000303000000,0.00,0.00
0.000304000000,0.00,0.00
0.000305000000,0.00,0.00
0.000306000000,0.00,0.00
0.000307000000,0.00,0.00
0.000308000000,0.00,0.00
0.000309000000,0.00,0.00
0.000310000000,0.00,0.00
0.000311000000,0.00,0.00
0.000312000000,0.00,0.00
0.000313000000,0.00,0.00
0.000314000000,0.00,0.00
0.000315000000,0.00,0.00
0.000316000000,0.00,0.00
0.000317000000,0.00,0.00
0.000318000000,0.00,0.00
0.000319000000,0.00,0.00
0.000320000000,0.00,0.00
0.000321000000,0.00,0.00
0.000322000000,0.00,0.00
0.000323000000,0.00,0.00
0.000324000000,0.00,0.00
0.000325000000,0.00,0.00
